eval_item_id,source_work_identity,category,source_url,source_record_id,upstream_split,text_sha256,source_chars,source_bytes
sha256:d63f3669703d862fa7937f8df1a2c5e080594230d203b438b2708c35af67e47a,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1947,train,3fc71374ae6d6773d8bfe6cb2e5c3ec8f7ad04b3b427f0ec35970915806d9905,7,21
sha256:e76375e16ac41d498bcf077a0c227249c382df5f12863e861f2bcae6e45b86c2,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1947,train,e06d2781ae441593c63b5aad09d622cb0013d8bab37c3835f169e9448274a683,13,39
sha256:44ed3a915e39b377786de3c86da80c918fe562547670d03601bc24cc89d754bf,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1948,train,e90fdb116c4f8072121c2615903d21c538324bd11cf6bdcb5ab0f76e8eb87527,7,21
sha256:d6f2f0b2387472af27074e16de3e0a29c3289144f65d58117d8386aabcad3495,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1948,train,cae17996dc90b35c9476bc4c0fac29629215cea16804f1c3ec92b4bf45571a73,10,30
sha256:fa4fd228cd2c3094406cb50850fdfda15dbf827aa645c3c40e3616129be9c4fe,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1949,train,777681fc7cba62cadbd76a7002efb2c2304f689b5de144c1225e5184efc5234b,7,21
sha256:e92258b88a63be2bc3e64d34d0fe0c14b649518bb150dff43610f0805479f622,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1949,train,3d8b3921356459ea0e2a72b093c60e761848afaa21a8cb799bfbfaf45a7c6999,10,30
sha256:8133147e2ddbafb3d0907f9511600f1cd49a0397dd896c9838a885f99f359a03,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1950,train,7970552117fad50b393ba948e385f905047a2ca2228eb39a6ca4c458b85f32ab,7,21
sha256:ac082db3a91a7db84886b96815dab68019fe8a7f8df03c36d28b6721fbe12443,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1950,train,11f427d8242954d7d676f93400d60e25c922d1f73bddd00e8aea5112b9e47e04,15,45
sha256:9691b6e2dfafdaba7d05ce91e7096df64dfa6ea137d748dd2779ab78e8c6afba,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1951,train,fd0b5ca7b01a7e784e0e989a4dc0b90bbbe800f7d5bc5e4d734f82b33b06918b,7,21
sha256:3bfad78d4afa51af226f83ad0cf1b476c94ae4d0bc16e762961a2e33702d7a7f,sha256:b54fd728dcb08f9a2f95f919a11295f926c265039dfdaca0b6895bc7ea755997,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1951,train,5f18f973e31b11974a0b4eeaf5dedafd851f5b56fd8c9977aec0a192a1628eba,17,51
sha256:545dd560c66b3b4e5dced8c9afb7d05000e6838165e360e4a34440b1370f627f,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1952,train,175e3b18d8852263c05ebd150bbabf783c8c25dd9a9836238213f6816247674f,7,21
sha256:1b015ef2d36d6d7952a7e74ef642bec045a566eaa89fd2ee0bea2db7d3f2d111,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1952,train,d54a9e58cac4ab7be1d1e6a323fa421c8d298c513bee21a679cff846fcd1d352,11,33
sha256:174c40d5e85a5fc5ac5ee7a9256589bfc090437b831dd4076f92e17ebb9b8491,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1953,train,c7b7751b5bfc22fa9b2b22594c4fb96a35f4a5ffac154f83d90d44b4da4f8fe2,7,21
sha256:cb3cc7e93149151c20f243101c724f8835caddf2f1ce04a1ead4390ed917c226,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1953,train,6c222e8a11422ccd1f2cd439d60b7e09a912bda905328759bbceb41dc564674e,9,27
sha256:ddda322ea90ebfc29a1163e82576e6d24016c99086928c010cc9c04893c17051,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1954,train,6ab09344d14fcd12e7eb8fce73e60dfbae2c71bf53369362375ce9c7db933b0a,7,21
sha256:e61cb46f95f86f458e4d1abc589112d9f5de505d0e6d14ed2c5b55e3a29ba602,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1954,train,1eb1395621caa268788ef8d67b6712b100edecb5e15304e11cfc31e65f30e2af,13,39
sha256:9d3dc070738ac61d2bcf78aae2aa8e244df70a3c9040a431b95534ace4762e54,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1955,train,0a649d14855564472f34adde0e0bf2da1f1a792b54e862fe73c19457a0809de3,7,21
sha256:de44d669e31796fe2b4d56e102da54cb5e37878e80e435631691ce319827c8c4,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1955,train,e40033b30000ce64fd3f677389da8852bdc6f5185389245e6c557aa8d41f73bc,18,54
sha256:2b0813a29114a7c57901fa314da600c8e16c78fc5ceee13d58e3dad975f83e5e,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1956,train,bf177a2504bfa7c42caa46f82615eadfe3c90baaca343bbd53ca0ecf164e3c63,7,21
sha256:f3fdb7d3ae9e19ae2f1676b5bba9028974ed4c73a85e6ac5865fdccf4fc634fa,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1956,train,0f32e04083bf29d2eac8a6ec848c1deb7776b7e6e23f8133d6ad4c8155ea9ac4,11,33
sha256:43cb3b282e259675c9126a5cb6911536c39bac0e997520cd3bcfa726a028b4dd,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1957,train,35cc1fcf1242b01751f55afc8c6bf48ab1a5a8eca9c5b1838bd0595a7613f33c,7,21
sha256:037c530341da2740c6e34c9b028c8edf3570ed8125d8f58a6f27df29670f913f,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1957,train,c705e2ecbf66a1e64bb515f23515565f3b6fc4087b84eea2530b5c87e09896ef,11,33
sha256:b920c6a999a675197fc86b8e7e2e1197ba1ece0d6b81b7213e4c36017d4cb086,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1958,train,fccc83dba9914e791591a167bfe6a7f149863f39606dd472e8666fe855fe1317,7,21
sha256:9ad6a6439f8e8247b581ba0dff7568512dc47dcea658e64c4034f42f2009f2ad,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1958,train,c166e05842821b8b5f5cb25d825b10208147be75370511a60824fcb8aea6d0e3,12,36
sha256:6f759165d51b46b1bc1dd6e755616bbb0ef056d4546c8c158b4ca3e4af2f3b8c,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1959,train,3f94645bf1e4af750121ecdd985f7436030c156e035366787e4aa30db2c95a49,7,21
sha256:a241c570b149353507649fa05c88274d851ea58270b2dd6988bae9cb983ac2a5,sha256:bfac3b8d09815884099ca4b763e3d17dfd63f946c3aa7658cb6f6c34b89519e0,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1959,train,aec0f534220db979e0e378f1e0bf4c52252e48239cd8be15a2fac7628bf696d9,13,39
sha256:4767409f069db9e08174aca9b6db1637352e5ef5583e2533e74bb069e10191d1,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1960,train,d971de30157f2c7ce42d3ef2aeb71a599ad8e5b3a50f042e2559fffbb6ec114e,7,21
sha256:f87279ac307720314d6e342543c907025de05b049972788bb58591abe82aba9a,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1960,train,51b2d1d0cc91d00c1e439268cbfa60cf138a695f9ece1d8e6302369c0a5be57d,12,36
sha256:55bf0d0e36650305ed8c6312ee5d130fe66bb6d1d3fa015ecdf4ac4e3651c461,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1961,train,fc315e714a698f2067c55b8869c1b1a373bbb6568c7305784b9c8c3154c4d8f9,7,21
sha256:3932c667205142c5072faf20a2bed043c73946f2697b50985f7f16486ba72282,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1961,train,445894e21f3f7ebfc7b69757b20395c739fefa2dab3ff9d4a3591df52f3fd95a,10,30
sha256:acc9ef7bb247882e99fa3a93d6aa1989990693f4a1844b045d5a29acf6db2aca,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1962,train,93d28dfbaa7e77bb160bb7330e516816436a9b5b804de2902d8d6ccf89dc0d6b,7,21
sha256:fc4a9f26f2742d8df021130ee655ed981ac3d1c82d775d4cfe201b1bdda31952,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1962,train,9ee4a49f63765ea4242f73e7b266f94dbf8a8635a14156d56e3b392878f6308e,11,33
sha256:a67015dc345c60357d82e0da0ce6adfdcd0b372f801704cae1b46a1ab88f0e49,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1963,train,afd255f9ed20a32e081fb7f7947085fd4affa6c6685c36eb380c4c363812a622,7,21
sha256:7cd042b9c3da56469954ec1c1eb213baaee763d66ac7add53eff1c4007daa666,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1963,train,22ebc5b50d1b79ebfdd68087ca57a2fffc2cec3fa19cadd3d775b479cbff8afe,11,33
sha256:91894b6e47bd86a8b7ee3fa03fa383318a88797ad3f6517506246425d4ce23c3,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1964,train,ceac3cd11195617a3d70dce725d6f3d32d787cbea10913a9819d4265734df71c,7,21
sha256:f73b6573ac8177e24fa840162a65148a0eb4c58416c0ed15cf9164824fac0819,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1964,train,d4542cd19e8e5aaddbff918ed87c6f86e60ebd9eaea31cb74571ceae6b2f9b95,9,27
sha256:a0dacd53ad4cab9283c3af196c0178f843c289333c84dd402de1028c848c63d0,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1965,train,31fe6255652da2ee086eb8affc113b5a8017360c02c03838a6e6a1b2ef80a051,7,21
sha256:7114ed9a3c510ea2715ec5cf3c165a1ea4c8a8d61aad4fe2bc64b9d0312ac754,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1965,train,602d9cfa1a123e116d9335ca715499aa406ee2b6380f1228eaf7501594784580,9,27
sha256:254a3d4ea2b38761a5454c35af5eb6619563e137194a8754560687644943a3d5,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1966,train,4429b6ad0690ea99c89db8d007091fa9a6021b37e08a55a84aad1e5c64fde7b8,7,21
sha256:5fee0de084ac4576f48c3fcc456b676a96d12323c4295165628b2567ecc15d0b,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1966,train,8da7c979ba17a2dc4c3b4fa116212b4b91eb6a45291c6313c5d154c44295e4ca,17,51
sha256:e21c2056d3ecfc815fb4b055352862ceb30a167a844ce1016e62de95e8d74de3,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1967,train,6f644a028a3a138b56b45bc1a35125703738ee9f36a90236d0a0299c5ace7c36,7,21
sha256:1afbe1a4a0d7122bc2cd5ac46d14c12ac04ff4baf75207bb2b93aa4bcfc7558f,sha256:6c1c55a0b553530a2286c0f85a6c01232aadb888057449e668db93ec052e0c43,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1967,train,cd44ad33812969976f4cf1a43a5eefe46f42c042074c1405ade47ac2564cd81c,17,51
sha256:2ea80c2eaa611acccb3729a353f8c05e3a4a37c8e90c6a79c89ee48885ec9482,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1968,train,b4fce0e22e501a72bc1a9d57db9c2866f1148dbebc015d1efebb0d07f510eb3d,7,21
sha256:cbdedb4fe5f71f0d361aa65ddd28520af945faab1b0f723fabff31631417d13f,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1968,train,e4ad6cfc5102acbb5fe532a9f0bef41003f65ffa5a4dcfc592e8c2a5127274a8,10,30
sha256:80e2f40aa3ce9d0dda09fae9e37bb87f164de91d590be3ee9eec0d3dc4575f72,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1969,train,c5120256f76a3c212ebe4700765913b501c9514de0056b8b463b989879b2c306,7,21
sha256:407f780672da7a2f19755221ebdf75cc260b44407f3f21f0f071539d86ce39c9,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1969,train,7e7c9b5662552bb51681579fdb7f92195a39ebe54e85e41e9515d85f9c1427e9,10,30
sha256:ad5a468aab6df70abf2b1cba8fb9eda2830da58c88cdecf431131dc1aa92e8bb,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1970,train,25f812d628a58455591dd395727082e62340c306a8564d5a76460bdb4b04986a,7,21
sha256:01b64ff20385472d6043be1eff2af48c345bc07e019dd8aa6e4105057ee63b70,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1970,train,7bfebd0d67a48cf4db4bb4122658d314167e59bb5313f132cd4624baf90ea240,11,33
sha256:aa4fa68e38c00bd984c5d9dc045b28b3312dcd93580e8e863ed6fcda7674b3c0,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1971,train,7bd63200c411188f4f8c98770d2043cebced3a9ef394dddef2217b30b4c633bd,7,21
sha256:f243741f94b1a15716bb3780b67d39ea93fba4de1cb26f26c2d261b0fc59c6e5,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1971,train,4a3a83178f415cbb6530ec17010d5c725ca994537843fa40ab31474db57f22c8,11,33
sha256:283ec1e0f1e600d54e17b62a62e354b7c5da00be43f7963f2feb0c30c8df2ae9,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1972,train,7302908c99e1507c9688f216861683d3bd33ea1b16f6096a87a2ccb4882f6b08,7,21
sha256:2963ddeb0c8296b2efa2cab52faceaad681ee947f350cf4ebc5c10a1ed90ec7d,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1972,train,3dde6bda4ced22d2fc0dc27bb3b0efa98f58b8ae3d8eef05ccf567ca140468af,14,42
sha256:d96e0468f18aef4b09ab4f415e4d9b17eed3ef263530127097e0a0e4bd1c9567,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1973,train,c77a790d72450e7243174735d076bd33e63efb6341410a24ed9e9c1f6447e3e8,7,21
sha256:c7ddd6bbfd0aa61bcc8f11fc2d5e4b3955d7646b9a0603f486bec650c5bff45b,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1973,train,1b9de0a979e60d8a26bc9dd8ccc93fdc385d79a9bf191cf982b33a311a3d4f47,14,42
sha256:dd03659ae4d20377fd89f8a03f64678a8f3f61a2308b7a21b8ab17257f95c976,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1974,train,247e2f167ac3596560510fc25488160443177d04f88196281d3c68ed53531a72,7,21
sha256:5b56f0cdbd7db75a531a762d146e6cfa0905b49d56e9a96cc0b4bc369bac8044,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1974,train,422aa88cec225d5046a122aedf89819673021f2dc1d3398c9fd716b8de0b2980,10,30
sha256:0ed31d60ed5f498c4aa15cb1dbe27bdec42b9e2d5600529a6c8937019e58a433,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1975,train,da76c87f73ebff8ebf018d14445a99dd8c62e88b714f1fc43e468eae65a7a32f,7,21
sha256:052d6250865364c8ce44ef7f43dbf1f4e5515018a441160dc66ddabe282f2d16,sha256:40390ea59b79592830d41047399a379e80ec9cf836a1366b3e62e790630c20ff,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1975,train,324fa20cfca3e6c43e65f354411dc83182bc40fc7bf1672ede6df01ebbcefd16,11,33
sha256:3d6dbf9b7af29f9349fc68cde9b76606bc073d307e444c0e66af73c176137322,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1976,train,9cecb1865eaabdd98b43903321b6679db5865bd3bf7572c44f50440f387678f4,5,15
sha256:a0d4c08247e0aa55f80558756b3d4c2949e3992eca3c29ad9f39a952b37cd906,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1976,train,f63882c1b31e925da24bcc0cc407cb31241648be27150f9f863dea25215fbb53,6,18
sha256:d0be573df2869a3b8395211e7ece64fba2305b09d63737f86ea328cd713d8a75,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1977,train,47736642c239c90cd94c67e2fbb95bb61e7697264af17b7fa1399b6922a8c74a,5,15
sha256:9973bc7a3b734f5a3557e7d73dfe87e5bd8de20a942bd8270b22769e1d2aa0a5,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1977,train,7007c1ab7dd3dced0f263c102e9755f24828a2e7739d26d6a06ea48a3404a0f1,11,33
sha256:aba0f3adaf62b106ac654f58859616a092aefc45943e9c7e0da24ac2c3a95bb3,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1978,train,f1460570ca6001eee79ac9b2dda43e751fe869c1c7266e033e7fba489fa47c23,5,15
sha256:9ea544b78c30360b0d972afaca4e56039fb314fa90a1164ca8ba205e019f1d31,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1978,train,e3c085da27471c28c6ae637387468340007760b47e1c3af2bb52a1a4615fe268,13,39
sha256:ba02ed69b1c685dce3fad3dc1080fdeff98352392b027e9bc8d1bdb6b5a91728,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1979,train,e64b6c87e865efe86e12f73aef461ba121de97b93e7e2c019c87064a4a3e2679,5,15
sha256:97e095f79993fa55b3ee8ee986596eb197f5c6ffadf97fdc86613127ba328d06,sha256:ebebd64bf0b5de4732dae311570358196fce950bbab9cecdef7c49808c0fa99f,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1979,train,57f06b856f6931bb7010b2624cf9c289f82a9ec1058de39416e61c2a2c1ded9a,9,27
sha256:5b9d83a8ebab0f13e0111ff5855c0de86e58511d0c4d2a923aec550806d74fe5,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1980,train,606bcaac0dc1959470140a06541bc45e0ce3012cfc078672ecc1d15fc136e50f,5,15
sha256:59ee9da1d2390bb2fffe93d375d89342c875fe905a94c65f4ea3407c05930987,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1980,train,6eea251b5b3780d8cae5c113b483a003924d28f130728fd570200222ce9c5da0,6,18
sha256:b5fb502a7f67bcb867a3b5aed7d4d29f5e64591092617305ada9132576b1aa8f,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1981,train,1828abe6ddd7fa756c81f84ccafb7505158c11f50c7a6241b63b0b5748c17a2b,5,15
sha256:92fac85fcb51ec4d84feafd2ac96e3906535c888db2c4a7a0b133b38cb298ba0,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1981,train,3873a202e27f2cb9fa4a1eb8037bdb249802afb7650362e67d5ca09ae9ffc372,7,21
sha256:fd8d26eb6b5e7e219fac93282a0de940be07cd0fe9560c35a8c662da865a6556,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1982,train,2e6c79e82f3a2500701b5f6a557bc7d9ec85bac2a7ae84e0a27d880b3474d54d,5,15
sha256:51499f30e9206ea260e201ffe79d476f75fa46afc99a62eaffb699625c414396,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1982,train,7511814cc4680f607182f5d97073b738bbd148d31d6576cd7aa16865014fe39b,11,33
sha256:6ec32fcd9bdfbdbf3f416afc6519e6a1b519ab1a69ecd614e4026e392816948f,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1983,train,88c9cfb8f2bf60b161fb6ac93863b864437c991962066c1a82ff99f77924bb33,5,15
sha256:54632b466f48601e793a43980bd9fd97217e85f0e5c565f54eadc4f781e691d3,sha256:a710253a4182d22d7f68a0b8ce0d379b9f0b4ee8e8ce83fd3dff73f68a08fb08,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1983,train,fe8da3170e0510278f234a8a2d22d660f12d171e5c019ba60f9482ad1a6aa966,7,21
sha256:5f8b4cfa807726c4900c0f9a4920b0845bb9883bd2a01d2991f70be129c0649a,sha256:725646d6032955b3d05f353f8bbaee87abbe9f31a68b8aa49702706d6e647ba0,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:1984,train,048e13b53f773707d5c8422cb77c6e92f5f97cd81892aa6e225e28d7217b0735,5,15
